fic_id,chapter_id,para_id,text,text_tokenized
606106,1,11,"He followed the strange ghost from the workshop - after all, if it really was just a hallucination, then it wasn't like anyone else was there to see him making an idiot of himself.","He followed the strange ghost from the workshop - after all , if it really was just a hallucination , then it was n't like anyone else was there to see him making an idiot of himself ."
606106,1,12,"They went up, first, and overlayed in the living space which he was used to seeing filled either with builders, or with his team mates after a mission was a towering tree, at least ten feet tall, and perfectly decorated. The family that sat around it could have been from a Christmas card, except for their expressions. The young boy was sitting on the floor, back to his father, dark eyes shuttered, alone. Howard had a glass of whisky in his hand, just like always, and Maria cowered from whatever rant was currently making his old man's lips curl with hate, the occasional drop of spittle landing on her face which she made no move to wipe off.","They went up , first , and overlayed in the living space which he was used to seeing filled either with builders , or with his team mates after a mission was a towering tree , at least ten feet tall , and perfectly decorated . The family that sat around it could have been from a Christmas card , except for their expressions . The young boy was sitting on the floor , back to his father , dark eyes shuttered , alone . Howard had a glass of whisky in his hand , just like always , and Maria cowered from whatever rant was currently making his old man 's lips curl with hate , the occasional drop of spittle landing on her face which she made no move to wipe off ."
606106,1,13,"The Steve-ghost's eyes crinkled a little, and Tony could see genuine grief there, confusion that a friend he had looked up to so much could have become so bitter, so rotten inside... the truth was that it was easy for Stark men to fall from grace. Watching his father, watching himself when he had been younger... he had no trust for himself left. He knew that it wouldn't take much to turn him into a monster that was no different from Howard, and so he refused to give people the chance, pushed them away. It was easier that way.","The Steve - ghost 's eyes crinkled a little , and Tony could see genuine grief there , confusion that a friend he had looked up to so much could have become so bitter , so rotten inside ... the truth was that it was easy for Stark men to fall from grace . Watching his father , watching himself when he had been younger ... he had no trust for himself left . He knew that it would n't take much to turn him into a monster that was no different from Howard , and so he refused to give people the chance , pushed them away . It was easier that way ."
606106,1,14,"That wasn't the only memory, of course... they walked through other rooms, other Christmases he only wanted to forget, ones he had spent alone with a pile of presents bought without consideration of what he might truly want or need, ones he had been coerced into spending with Obie... memory after memory that left him shaking and sick, trying and failing to keep tears back from his cheeks.","That was n't the only memory , of course ... they walked through other rooms , other Christmases he only wanted to forget , ones he had spent alone with a pile of presents bought without consideration of what he might truly want or need , ones he had been coerced into spending with Obie ... memory after memory that left him shaking and sick , trying and failing to keep tears back from his cheeks ."
606106,1,15,"At the end of it all, the thing, this thing that looked like Steve but wasn't, couldn't possibly be, turned to him, rested a hand on his shoulder for a moment, used that hand to tilt Tony's head up to meet those impossibly blue eyes.","At the end of it all , the thing , this thing that looked like Steve but was n't , could n't possibly be , turned to him , rested a hand on his shoulder for a moment , used that hand to tilt Tony 's head up to meet those impossibly blue eyes ."
606106,1,16,"""I'm sorry for what happened to you, Tony,"" he said, ""But you need to know that you are not your father. You never have been. You are a thousand times the man your father was. Don't let him hold you back. You're better than that.""",""" I 'm sorry for what happened to you , Tony , "" he said , "" But you need to know that you are not your father . You never have been . You are a thousand times the man your father was . Do n't let him hold you back . You 're better than that . """
606106,1,17,"With that, the spirit dissipated into thin air as simply as it had appeared, leaving Tony to crumple to his knees on the hard, cold floor, face in his hands, tears he had refused to shed burning trails down his cheeks.","With that , the spirit dissipated into thin air as simply as it had appeared , leaving Tony to crumple to his knees on the hard , cold floor , face in his hands , tears he had refused to shed burning trails down his cheeks ."
606106,1,18,"The next pressure on his shoulder was different, warm, solid, but not sheer strength in the same way Steve's was. He knew, before he looked up, that it would be Bruce. He didn't know where these visions were coming from, what the point of them could possibly be... but he had to admit his mind could construct them perfectly, down to the last detail.","The next pressure on his shoulder was different , warm , solid , but not sheer strength in the same way Steve 's was . He knew , before he looked up , that it would be Bruce . He did n't know where these visions were coming from , what the point of them could possibly be ... but he had to admit his mind could construct them perfectly , down to the last detail ."
606106,1,19,"Those kind brown eyes, so much older than his although there was only a few years difference smile down at him, and the thumb rough from lab work, from travel, from a hard life, well lived, skimmed his cheekbone, cool against the heat of the tears there. He guided Tony up, and squeezed him briefly.","Those kind brown eyes , so much older than his although there was only a few years difference smile down at him , and the thumb rough from lab work , from travel , from a hard life , well lived , skimmed his cheekbone , cool against the heat of the tears there . He guided Tony up , and squeezed him briefly ."
606106,1,20,"""You don't have to cut yourself off like this, you know... """,""" You do n't have to cut yourself off like this , you know ... """
606106,1,21,"Tony didn't know what to say to that, tried to open his mouth to defend himself, but felt a lump in his throat, which wouldn't go away, no matter how he tried to clear it.","Tony did n't know what to say to that , tried to open his mouth to defend himself , but felt a lump in his throat , which would n't go away , no matter how he tried to clear it ."
606106,1,22,"""Let's have a look at the alternatives...""",""" Let 's have a look at the alternatives ... """
606106,1,23,"They began to walk again, through the tower, through parts of it even Tony didn't recognise, the parts he had considered making into space for the team, before he had remembered that they wouldn't want to live with him anyway, and that he was so much better off without them intruding, and always being underfoot, and wanting to change him, lecturing him, forcing him to eat and drink, and live like a normal person.","They began to walk again , through the tower , through parts of it even Tony did n't recognise , the parts he had considered making into space for the team , before he had remembered that they would n't want to live with him anyway , and that he was so much better off without them intruding , and always being underfoot , and wanting to change him , lecturing him , forcing him to eat and drink , and live like a normal person ."
606106,1,24,"It was the top floor, first, the one he would have given to Clint, obviously. It looked like SHIELD quarters, from what he could remember of them, and Clint was sitting on the bed, bow in his hands, turning it over and over, his quiver beside him on the bed. Someone had stuck a bow onto it, and there were two single solitary cards.","It was the top floor , first , the one he would have given to Clint , obviously . It looked like SHIELD quarters , from what he could remember of them , and Clint was sitting on the bed , bow in his hands , turning it over and over , his quiver beside him on the bed . Someone had stuck a bow onto it , and there were two single solitary cards ."
606106,1,25,"""He went to the SHIELD Christmas party. Didn't stay long, he doesn't feel at home in places like that, he feels out of place, and unwanted, he knows the others aren't comfortable with him anyway. I mean, they weren't before New York, but since..."" Bruce shrugged ""He doesn't really have a place, except with the other Avengers. Coulson will come in, in a bit, and spend some time with him, but neither of them really get into the holiday spirit these days. Clint's never had a proper Christmas.""",""" He went to the SHIELD Christmas party . Did n't stay long , he does n't feel at home in places like that , he feels out of place , and unwanted , he knows the others are n't comfortable with him anyway . I mean , they were n't before New York , but since ... "" Bruce shrugged "" He does n't really have a place , except with the other Avengers . Coulson will come in , in a bit , and spend some time with him , but neither of them really get into the holiday spirit these days . Clint 's never had a proper Christmas . """
606106,1,26,"""Yeh well... he's not the only one, is he."" Tony couldn't quite keep back the bitter reply, but then, he wouldn't have been himself if he had, and so he didn't regret it.",""" Yeh well ... he 's not the only one , is he . "" Tony could n't quite keep back the bitter reply , but then , he would n't have been himself if he had , and so he did n't regret it ."
606106,1,27,"Bruce's reply was mild, though, as it always was ""No, he isn't... Natasha is on a mission, even on Christmas. She prefers it to having to think about things but everyone has their coping mechanisms...""","Bruce 's reply was mild , though , as it always was "" No , he is n't ... Natasha is on a mission , even on Christmas . She prefers it to having to think about things but everyone has their coping mechanisms ... """
606106,1,28,"""And what about you? Where are you?""",""" And what about you ? Where are you ? """
606106,1,29,"""Steve invited me down to a charity thing at a local orphanage and foster home. They're all wild to see Captain America. Not so happy about me, but they welcomed me all the same. After that, we go home. In Steve's case, to an empty room, where he can remember every single person he has lost, because he has nothing that he might have gained. No friend, no team mate, because he has lost everything he ever knew. The world he once had. In my case to an unlit tower, empty apart from the one person in this world I might count as a friend, and who will never let me in.""",""" Steve invited me down to a charity thing at a local orphanage and foster home . They 're all wild to see Captain America . Not so happy about me , but they welcomed me all the same . After that , we go home . In Steve 's case , to an empty room , where he can remember every single person he has lost , because he has nothing that he might have gained . No friend , no team mate , because he has lost everything he ever knew . The world he once had . In my case to an unlit tower , empty apart from the one person in this world I might count as a friend , and who will never let me in . """
606106,1,30,"""I-..."" Tony went to protest, but realised he had no basis for it. He didn't let Bruce in. He didn't let anyone in. It was how this worked. How he worked. It was safer that way, for him, and them. There were only so many times a heart could break before it became irreparable, after all, and it was a gamble he had long ago decided was not worth taking. If even his parents couldn't love him, what was the chance of anyone else wanting him.",""" I- ... "" Tony went to protest , but realised he had no basis for it . He did n't let Bruce in . He did n't let anyone in . It was how this worked . How he worked . It was safer that way , for him , and them . There were only so many times a heart could break before it became irreparable , after all , and it was a gamble he had long ago decided was not worth taking . If even his parents could n't love him , what was the chance of anyone else wanting him ."
606106,1,31,"""Thor is at home for Christmas, because the one thing he has taken from it is that it's a time that's meant to be spent with family... he's not close to his father anymore, though, after what happened with Loki, who is still in prison, and isn't willing to speak to him, and his mother is by his father's side all the time. He'd rather spend it here, with the family he's chosen.... except that it seems that family has made it clear that they don't want him either.""",""" Thor is at home for Christmas , because the one thing he has taken from it is that it 's a time that 's meant to be spent with family ... he 's not close to his father anymore , though , after what happened with Loki , who is still in prison , and is n't willing to speak to him , and his mother is by his father 's side all the time . He 'd rather spend it here , with the family he 's chosen .... except that it seems that family has made it clear that they do n't want him either . """
606106,1,32,"""Hey, what-...""",""" Hey , what- ... """
606106,1,33,"""They chose not to spend Christmas together, to Thor that means that for all that they are his family, he doesn't mean enough to them, and they don't mean enough to each other, to spend the time together.""",""" They chose not to spend Christmas together , to Thor that means that for all that they are his family , he does n't mean enough to them , and they do n't mean enough to each other , to spend the time together . """
606106,1,34,"""...Oh..."" well, that made sense at least, and goddamn if that didn't make Tony feel like a terrible person, ""I... uh...""",""" ... Oh ... "" well , that made sense at least , and goddamn if that did n't make Tony feel like a terrible person , "" I ... uh ... """
606106,1,35,"Bruce shrugged, and gave him that little smile which meant 'I am disappointed in you but I know you didn't mean it, so I still love you anyway'. Tony was more than familiar with that smile.","Bruce shrugged , and gave him that little smile which meant ' I am disappointed in you but I know you did n't mean it , so I still love you anyway ' . Tony was more than familiar with that smile ."
606106,1,36,"""...I don't... I don't want them to be alone... I don't want them to be upset, I just...how do I fix it?""",""" ... I do n't ... I do n't want them to be alone ... I do n't want them to be upset , I just ... how do I fix it ? """
606106,1,37,The spirit Bruce laughed.,The spirit Bruce laughed .
606106,1,38,"""You're good at fixing things Tony... but to fix this, you need to fix yourself a little bit, first. When you've fixed yourself enough to let other people help you... then you'll open up a whole new world of opportunities. A whole new future. I know you can do it. Do you want to see what it could be like if you do?""",""" You 're good at fixing things Tony ... but to fix this , you need to fix yourself a little bit , first . When you 've fixed yourself enough to let other people help you ... then you 'll open up a whole new world of opportunities . A whole new future . I know you can do it . Do you want to see what it could be like if you do ? """
606106,1,39,"He didn't even hesitate before nodding, his innate inventor's curiousity getting the better of him.","He did n't even hesitate before nodding , his innate inventor 's curiousity getting the better of him ."
606106,1,40,"Bruce chuckled at that, too, and gestured back to the elevator.","Bruce chuckled at that , too , and gestured back to the elevator ."
606106,1,41,"""I can't show you that, Tony... only you can see it, because it's a future that's inextricably wound around you... you need to be led by a part of yourself to see that...""",""" I ca n't show you that , Tony ... only you can see it , because it 's a future that 's inextricably wound around you ... you need to be led by a part of yourself to see that ... """
606106,1,42,"""I don't... what the fuck does that even mean?!""",""" I do n't ... what the fuck does that even mean ? ! """
606106,1,43,"Bruce pointed, and a glowing blue ball waited by the elevator.","Bruce pointed , and a glowing blue ball waited by the elevator ."
606106,1,44,"""Jarvis will show you what will happen if you fix this... what you can create...""",""" Jarvis will show you what will happen if you fix this ... what you can create ... """
606106,1,45,"Tony had been about to argue, but then, for the second time that night, he closed his mouth. Of course it made sense - or as much sense as any of this was making - that it was Jarvis. Jarvis and the bots... definitely had a bit of him in them, a bit of his soul, his spirit... in Jarvis' case, and occasionally Dummy's possibly too much. But he loved them. He refused to change them. And so, without glancing back to see where his mind told him Bruce had been standing, he followed the blue light.","Tony had been about to argue , but then , for the second time that night , he closed his mouth . Of course it made sense - or as much sense as any of this was making - that it was Jarvis . Jarvis and the bots ... definitely had a bit of him in them , a bit of his soul , his spirit ... in Jarvis ' case , and occasionally Dummy 's possibly too much . But he loved them . He refused to change them . And so , without glancing back to see where his mind told him Bruce had been standing , he followed the blue light ."
606106,1,46,"They went to the roof, and it was cold there, Tony could certainly feel that, but the skies were clear, and this high up, he could even see a few stars as his breath misted in the air. There was a fire burning in a special fireplace in the middle of the roof terrace, and seven figures surrounded it, all seemingly roasting marshmallows, wrapped up warm in coats, and scarves and gloves. There was laughter, the occasional goodnatured curse, and an undercurrent of music that seemed to ebb and flow around the circle.","They went to the roof , and it was cold there , Tony could certainly feel that , but the skies were clear , and this high up , he could even see a few stars as his breath misted in the air . There was a fire burning in a special fireplace in the middle of the roof terrace , and seven figures surrounded it , all seemingly roasting marshmallows , wrapped up warm in coats , and scarves and gloves . There was laughter , the occasional goodnatured curse , and an undercurrent of music that seemed to ebb and flow around the circle ."
606106,1,47,"He could pick out all their voices, he found... Thor's was amazingly melodic, but the volume made it obvious. Natasha's, too, was pretty clear, sweet and high, like a songbird. Bruce was surprisingly warm, and blended well with Clint's which was pleasantly rough. Steve, of course, had the voice of the chorister he had once been, till his health had become too poor, and Coulson... Coulson didn't sing. But he hummed along with the archer who was emphatically settled in his arms.","He could pick out all their voices , he found ... Thor 's was amazingly melodic , but the volume made it obvious . Natasha 's , too , was pretty clear , sweet and high , like a songbird . Bruce was surprisingly warm , and blended well with Clint 's which was pleasantly rough . Steve , of course , had the voice of the chorister he had once been , till his health had become too poor , and Coulson ... Coulson did n't sing . But he hummed along with the archer who was emphatically settled in his arms ."
606106,1,48,"""Thanks for this Tony... it's nice to spend Christmas..."" Bruce shrugged, and Tony knew him well enough to read the rest of the sentence in it 'not alone', 'at home', there were so many things written in that simple movement... and he could read them all, understand them all, feel them all... because he felt the same, and his stomach twisted a little at the thought of what it would be like to have a family like this, to spend the holidays with them, to be with people who wanted to be with him... he couldn't quite wrap his head around it, but his reactor ached in his chest, and he knew he wanted to try.",""" Thanks for this Tony ... it 's nice to spend Christmas ... "" Bruce shrugged , and Tony knew him well enough to read the rest of the sentence in it ' not alone ' , ' at home ' , there were so many things written in that simple movement ... and he could read them all , understand them all , feel them all ... because he felt the same , and his stomach twisted a little at the thought of what it would be like to have a family like this , to spend the holidays with them , to be with people who wanted to be with him ... he could n't quite wrap his head around it , but his reactor ached in his chest , and he knew he wanted to try ."
606106,1,49,"""And the tree is great!"" That was Clint ""I can't wait for tomorrow, me and Bruce have split the cooking, it's going to be amazing...""",""" And the tree is great ! "" That was Clint "" I ca n't wait for tomorrow , me and Bruce have split the cooking , it 's going to be amazing ... """
606106,1,50,Even Natasha didn't look as uncomfortable as he would have anticipated Christmas making her.,Even Natasha did n't look as uncomfortable as he would have anticipated Christmas making her .
606106,1,51,"""Truly, Friend Tony... or perhaps, if I may call you brother,"" well, that was Thor, ""It is a great honour that you do me by permitting me to spend this mortal festival with those I consider to be like family to me. I understand the importance of celebrating that at this time, and I feel there is nowhere more proper for me to be than by your sides.""",""" Truly , Friend Tony ... or perhaps , if I may call you brother , "" well , that was Thor , "" It is a great honour that you do me by permitting me to spend this mortal festival with those I consider to be like family to me . I understand the importance of celebrating that at this time , and I feel there is nowhere more proper for me to be than by your sides . """
606106,1,52,"""Hear, hear."" That was Bruce, and he heard the clinking of glasses, or, in Thor's case, a bottle.",""" Hear , hear . "" That was Bruce , and he heard the clinking of glasses , or , in Thor 's case , a bottle ."
606106,1,53,"He stood, frozen in place for a long moment, and watched them continue, all those familiar faces lit by the orange glow... and there was real joy in them, not just the sadness that he usually associated with this time of year. It was strange to think that there might be hope, but then, if all the bullshit was to be believed, if there was hope at any time of year, it was at Christmas.","He stood , frozen in place for a long moment , and watched them continue , all those familiar faces lit by the orange glow ... and there was real joy in them , not just the sadness that he usually associated with this time of year . It was strange to think that there might be hope , but then , if all the bullshit was to be believed , if there was hope at any time of year , it was at Christmas ."
606106,1,54,"Eventually the vision faded, and he was left standing on the roof terrace, barefoot, in jeans and a t-shirt, feeling like an ice block. He shook himself and headed straight back inside. It wasn't too late, right? It couldn't be too late, not at Christmas.","Eventually the vision faded , and he was left standing on the roof terrace , barefoot , in jeans and a t - shirt , feeling like an ice block . He shook himself and headed straight back inside . It was n't too late , right ? It could n't be too late , not at Christmas ."
606106,1,55,"He considered getting Jarvis to put the calls out, but that wasn't personal enough, so he had grabbed his cellphone, and called everyone he could reach. There was no real way of getting through to Asgard, so he had to hope Thor would somehow magically get the hint... unless Doctor Foster knew something... he checked in with her too, and cracked his knuckles, pulling on a scarf, a coat, some boots, and heading out to get everything they would need. Sure, there wouldn't be much left at this stage, but what the hell, he was Tony Stark, it wasn't like money was an object, and for once, there was something more important.","He considered getting Jarvis to put the calls out , but that was n't personal enough , so he had grabbed his cellphone , and called everyone he could reach . There was no real way of getting through to Asgard , so he had to hope Thor would somehow magically get the hint ... unless Doctor Foster knew something ... he checked in with her too , and cracked his knuckles , pulling on a scarf , a coat , some boots , and heading out to get everything they would need . Sure , there would n't be much left at this stage , but what the hell , he was Tony Stark , it was n't like money was an object , and for once , there was something more important ."
606106,1,56,"They had all answered their phones - there hadn't really been that much of a chance that they wouldn't, even at midnight on Christmas Eve. Coulson had informed him that Natasha was back early from her mission, and that the SHIELD trio would arrive by half past the hour - that gave him almost no time, or didn't until he asked them to pick up some things on the way. Steve had jumped at the chance, and was practically on his scooter by the time Tony had given him his shopping list. Bruce was with him, and had rolled his eyes but obliged, and Jane Foster had somehow managed to communicate to Thor that he was needed back on Earth.","They had all answered their phones - there had n't really been that much of a chance that they would n't , even at midnight on Christmas Eve . Coulson had informed him that Natasha was back early from her mission , and that the SHIELD trio would arrive by half past the hour - that gave him almost no time , or did n't until he asked them to pick up some things on the way . Steve had jumped at the chance , and was practically on his scooter by the time Tony had given him his shopping list . Bruce was with him , and had rolled his eyes but obliged , and Jane Foster had somehow managed to communicate to Thor that he was needed back on Earth ."
606106,1,57,"Back at the tower, cold, overtired, overexcited, shaking a little with sheer exhaustion, every inch of Tony's body seemed to be humming as he grinned at them all, assembled again.","Back at the tower , cold , overtired , overexcited , shaking a little with sheer exhaustion , every inch of Tony 's body seemed to be humming as he grinned at them all , assembled again ."
606106,1,58,"It was Natasha who broke the silence, with her traditional sardonically quirked eyebrow.","It was Natasha who broke the silence , with her traditional sardonically quirked eyebrow ."
606106,1,59,"""What the hell got into you, Stark?""",""" What the hell got into you , Stark ? """
606106,1,60,"""I figured just because family might teach you that Christmas is shit... maybe the family you choose is more important than blood. I had a little sense knocked into me. We're a team, and we don't.... none of us have to be alone anymore.""",""" I figured just because family might teach you that Christmas is shit ... maybe the family you choose is more important than blood . I had a little sense knocked into me . We 're a team , and we do n't .... none of us have to be alone anymore . """
606106,1,61,"He saw the way Steve smiled at him then, the approval on Bruce's face, and he felt the colour rising in his own cheeks.","He saw the way Steve smiled at him then , the approval on Bruce 's face , and he felt the colour rising in his own cheeks ."
606106,1,62,"""Not even me.""",""" Not even me . """
